_r;_RAJ2000;_DEJ2000;RAJ2000;DEJ2000;objID;f_objID;Qual;e_RAJ2000;e_DEJ2000;Epoch;Ns;Nd;gmag;e_gmag;gKmag;e_gKmag;gFlags;rmag;e_rmag;rKmag;e_rKmag;rFlags;imag;e_imag;iKmag;e_iKmag;iFlags;zmag;e_zmag;zKmag;e_zKmag;zFlags;ymag;e_ymag;yKmag;e_yKmag;yFlags
0.829;305.94097528;38.50072608;305.94097528;38.50072608;1.54203059412392E+017;268959744;32;0.0165;0.0165;55596.87427083;0;11;9.7787;0.1779;11.6775;0.0274;24;8.3388;0.4104;       ;       ;24;12.7628;0.0013;11.8782;0.001;16777232;8.7595;0.001;11.918;0.001;24;7.666;0.0615;10.4585;0.0619;16777240
0.8329;305.92975389;38.47776971;305.92975389;38.47776971;1.54173059297124E+017;512024576;61;0.0248;0.0405;55784.63137731;3;27;20.427;       ;       ;       ;16420;18.732;       ;       ;       ;16420;18.4814;0.0198;17.844;0.0152;16892216;17.6532;0.0505;       ;       ;16892216;17.0006;0.0232;16.3104;0.0746;16892216
0.8345;305.94067743;38.50078847;305.94067743;38.50078847;1.54203059404161E+017;1350643712;161;0.031;0.031;56508.40873843;1;4;        ;       ;       ;       ;16416;13.7911;0.0011;12.7003;0.001;16793656;13.1464;0.001;12.5693;0.001;16891960;13.0435;0.0014;11.9058;0.001;16793656;13.7654;0.003;13.285;0.0023;16793656
0.8401;305.9545533;38.49768933;305.9545533;38.49768933;1.54193059545798E+017;436363264;52;0.0274;0.0274;55430.89118056;3;5;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;19.718;0.0399;       ;       ;115000;19.3952;0.0471;19.4926;0.1166;115000;19.2027;0.119;       ;       ;114744
0.8419;305.95754349;38.47879712;305.95754349;38.47879712;1.54173059575505E+017;436527104;52;0.0374;0.0498;55835.87398148;4;23;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.4696;0.0063;20.4797;0.1117;115000;19.647;0.0224;19.9148;0.0046;115000;19.2613;0.0646;19.5198;0.2785;115000
0.8434;305.94063751;38.50093455;305.94063751;38.50093455;1.54203059406082E+017;276901888;33;0.0127;0.0127;55965.21613426;0;9;14.3627;0.0024;       ;       ;24;       ;       ;       ;       ;0;14.1143;0.0786;12.7168;0.1901;16777240;13.4243;0.0011;12.5314;0.001;16781336;13.2661;0.0478;11.6709;0.001;24
0.8456;305.95976861;38.48186791;305.95976861;38.48186791;1.54173059597509E+017;436527104;52;0.0619;0.0214;55904.86327546;4;34;        ;       ;       ;       ;16416;20.8526;0.0156;20.9595;0.0836;115000;19.7266;0.0185;19.9807;0.0093;115000;18.9318;0.0152;19.0487;0.0902;115000;18.4424;0.0361;18.4738;0.0682;16892216
0.8463;305.94208994;38.50108686;305.94208994;38.50108686;1.54203059419882E+017;277348352;33;0.053;0.053;56508.38918981;0;3;13.5432;0.1225;12.13;0.0967;16777240;12.9183;0.001;11.4051;0.001;16777240;       ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;0
0.8539;305.94852026;38.5005602;305.94852026;38.5005602;1.54203059484901E+017;503635968;60;0.0071;0.0104;55797.61991898;5;50;14.9354;0.0037;15.0187;0.0278;115000;14.1326;0.0041;14.1709;0.0112;115000;14.2003;0;13.9562;0;16892216;13.4775;0.0053;13.7055;0.0878;115000;13.2705;0.0041;13.3913;0.006;115000
0.859;305.95054999;38.50004094;305.95054999;38.50004094;1.54203059505461E+017;436527104;52;0.0151;0.0206;55813.41475694;4;45;20.247;0.0577;19.4921;0.0361;115000;18.8471;0.1354;18.8224;0.0249;16696;18.0238;0.0044;18.3669;0.0738;115000;17.5697;0.0248;17.3585;0.0265;115000;17.016;0.0229;15.0857;0.0263;115000
0.8649;305.95956913;38.4807109;305.95956913;38.4807109;1.54173059595718E+017;503635968;60;0.0153;0.0141;55920.16688657;4;43;22.812;       ;       ;       ;16420;19.8037;0.0269;19.9496;0.0292;115000;18.07;0.0018;18.2372;0.0155;115000;16.9503;0.0084;17.1065;0.0178;115000;16.1541;0.0079;16.2521;0.0219;115000
0.8669;305.94139988;38.50139366;305.94139988;38.50139366;1.54203059414992E+017;268513280;32;0.0718;0.0718;54988.57719907;0;4;        ;       ;       ;       ;0;       ;       ;       ;       ;0;9.1217;0.001;13.5101;0.001;24;       ;       ;       ;       ;0;11.776;0.0542;10.5559;0.3085;24
0.867;305.92498382;38.49015083;305.92498382;38.49015083;1.54183059250159E+017;436527104;52;0.0426;0.0583;55820.74615741;3;20;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2148;0.0482;21.4478;0.1676;115000;20.0646;0.0438;20.2166;0.3289;115000;19.4764;0.0715;19.9067;0.0834;115000
0.8703;305.94847758;38.50085687;305.94847758;38.50085687;1.54203059486032E+017;302067712;36;0.0155;0.0155;56143.36422454;0;4;        ;       ;       ;       ;0;17.3773;0.0069;       ;       ;4120;15.2276;0.0017;       ;       ;16778264;       ;       ;       ;       ;0;       ;       ;       ;       ;0
0.8741;305.95376514;38.47511542;305.95376514;38.47511542;1.54173059538161E+017;503635968;60;0.0255;0.028;55192.82761574;3;18;27.673;       ;       ;       ;16420;23.729;       ;       ;       ;16420;21.232;       ;       ;       ;114724;20.2857;0.0257;20.5759;0.0492;115000;19.1331;0.0209;19.1935;0.2445;115000
0.8765;305.94086797;38.50151303;305.94086797;38.50151303;1.54203059409033E+017;276901888;33;0.0124;0.0124;55765.36993056;0;4;        ;       ;       ;       ;0;13.3784;0.037;12.0093;0.2568;16777240;14.3743;0.129;13.0741;0.2655;16777240;       ;       ;       ;       ;0;       ;       ;       ;       ;0
0.8794;305.92427895;38.48667966;305.92427895;38.48667966;1.54183059243095E+017;436527104;52;0.0164;0.0246;55945.72641204;4;34;        ;       ;       ;       ;16416;21.9055;0.0664;       ;       ;115000;20.3909;0.0486;20.504;0.0929;115000;19.6153;0.0411;19.8185;0.1058;115000;19.1244;0.0668;19.0717;0.14;115000
0.8923;305.92526563;38.48166685;305.92526563;38.48166685;1.54173059252339E+017;436527104;52;0.0319;0.0296;55860.39450231;4;24;        ;       ;       ;       ;16416;22.1353;0.2057;       ;       ;115000;21.1367;0.0384;21.2993;0.1306;115000;19.8896;0.0379;20.156;0.1369;115000;19.2384;0.0428;19.5039;0.0859;115000
0.8932;305.93725172;38.47280944;305.93725172;38.47280944;1.54163059373748E+017;436527104;52;0.0203;0.0305;55885.17395833;3;28;        ;       ;       ;       ;16416;22.0337;0.1707;       ;       ;16696;20.5446;0.109;20.5952;0.01;115256;19.5896;0.0257;19.7386;0.0643;115000;18.939;0.061;19.0715;0.0564;115000
0.9115;305.93182362;38.49942108;305.93182362;38.49942108;1.5419305931836E+017;444915712;53;0.0336;0.0239;55797.69927083;3;14;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.4892;0.0127;19.926;0.0994;16892216;19.3674;0.0561;19.1376;0.1223;16892216;18.5585;0.0566;17.6083;0.0427;16892216
0.9116;305.92359474;38.48735596;305.92359474;38.48735596;1.54183059236085E+017;436527104;52;0.0283;0.0329;55955.21103009;3;20;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.0976;0.1015;       ;       ;115000;20.3147;0.1496;20.3283;0.0813;115000;19.4743;0.0852;19.3962;0.1559;115000
0.9127;305.94901125;38.47253519;305.94901125;38.47253519;1.54163059490428E+017;503635968;60;0.011;0.0304;55777.19028935;5;45;21.0719;0.0516;21.048;0.1308;115000;19.2324;0.0255;19.4453;0.0194;115000;18.1964;0.0019;18.3649;0.0082;115000;17.6145;0.0166;17.7261;0.0214;115000;17.2256;0.0176;17.4068;0.031;115000
0.9139;305.96231591;38.48515954;305.96231591;38.48515954;1.54183059621703E+017;302067712;36;0.1355;0.1355;56055.79519676;0;3;        ;       ;       ;       ;0;       ;       ;       ;       ;0;21.0904;0.202;20.8141;0.2895;272;21.0018;0.1816;21.3215;0.3117;272;       ;       ;       ;       ;0
0.916;305.95157493;38.47328855;305.95157493;38.47328855;1.54163059515879E+017;436527104;52;0.0214;0.0278;55816.87960648;5;33;        ;       ;       ;       ;114720;21.4959;0.0288;       ;       ;115000;19.8476;0.0291;20.1737;0.1099;115000;18.972;0.025;19.1607;0.0337;115000;18.5322;0.0363;18.8902;0.0927;115000
0.9174;305.92354737;38.4856114;305.92354737;38.4856114;1.54183059236543E+017;503635968;60;0.0217;0.0239;55509.41775463;3;28;24.832;       ;       ;       ;16420;22.211;       ;       ;       ;16420;21.0976;0.03;21.2296;0.1443;115000;19.8294;0.0684;20.373;0.1479;115000;19.2087;0.0895;19.2188;0.1946;115000
0.9341;305.94576027;38.47158221;305.94576027;38.47158221;1.54163059457447E+017;436527104;52;0.0681;0.0583;55742.67914352;3;8;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.6493;0.1024;       ;       ;115000;20.3852;0.0585;20.6191;0.1206;115000;       ;       ;       ;       ;114720
0.9372;305.92851754;38.49774761;305.92851754;38.49774761;1.54193059285018E+017;444915712;53;0.0781;0.1516;55793.42991898;5;45;22.034;0.037;21.7928;0.1678;16892216;20.2721;0.041;20.314;0.0829;115000;18.8648;0.0186;18.6345;0.0274;16892216;17.9254;0.022;17.8947;0.0142;16892216;17.4433;0.0209;17.3973;0.0529;16892216
0.94;305.96172989;38.49252408;305.96172989;38.49252408;1.54193059614832E+017;276901888;33;0.0172;0.0172;55774.3744213;0;7;        ;       ;       ;       ;0;13.4386;0.313;12.4441;0.0075;16777240;13.2711;0.0068;       ;       ;16777240;12.9697;0.026;12.022;0.0362;16777240;       ;       ;       ;       ;0
0.9427;305.96155251;38.49299911;305.96155251;38.49299911;1.54193059614212E+017;1350643712;161;0.0169;0.0169;55606.14871528;0;4;14.8077;0.0032;       ;       ;16793656;       ;       ;       ;       ;16416;13.7496;0.0013;14.1827;0.0017;16781336;12.7454;0.001;11.5434;0.001;16793656;       ;       ;       ;       ;16416
0.9432;305.96289314;38.48915764;305.96289314;38.48915764;1.54183059629148E+017;310452224;37;0.0219;0.0219;56255.13747685;0;3;        ;       ;       ;       ;0;       ;       ;       ;       ;0;19.3363;0.0258;15.2649;0.004;16777752;       ;       ;       ;       ;0;17.9909;0.0365;14.5907;0.0085;16777496
0.9454;305.96203877;38.49211849;305.96203877;38.49211849;1.54193059619651E+017;277348352;33;0.01;0.01;56659.34082176;0;3;        ;       ;       ;       ;0;14.6754;0.0034;       ;       ;24;       ;       ;       ;       ;0;       ;       ;       ;       ;0;13.5573;0;11.6864;0;16777240
0.9471;305.96179422;38.49272219;305.96179422;38.49272219;1.54193059617462E+017;277348352;33;0.0135;0.0135;55879.56347222;0;5;        ;       ;       ;       ;0;12.752;0.001;11.8759;0.001;24;13.6643;0.001;12.746;0.001;16777240;12.7424;0.3908;11.7965;0.001;16777240;12.1757;0.0012;10.504;0.001;16777240
0.952;305.92615194;38.47817785;305.92615194;38.47817785;1.54173059261364E+017;444915712;53;0.0419;0.0253;55952.44631944;3;19;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;19.9345;0.0421;17.6851;0;16892216;19.1348;0.0506;19.0096;0.1308;16892216;18.2823;0.0321;17.9075;0.1231;16892216
0.9587;305.95357478;38.50066693;305.95357478;38.50066693;1.54203059533761E+017;1350643712;161;0.0092;0.0092;55723.1306713;1;5;        ;       ;       ;       ;114720;15.0693;0.0029;       ;       ;16777232;14.3633;0.2255;13.1353;0.001;24;13.6161;0;12.9157;0;16777240;       ;       ;       ;       ;0
0.9601;305.92828437;38.47589411;305.92828437;38.47589411;1.54173059282811E+017;1342255104;160;0.0218;0.0218;54988.56271991;2;3;        ;       ;       ;       ;114720;       ;       ;       ;       ;0;       ;       ;       ;       ;0;14.4092;0.0023;13.8857;0.0028;16;11.8617;       ;       ;       ;114744
0.9635;305.92267776;38.48920358;305.92267776;38.48920358;1.54183059226678E+017;503635968;60;0.0144;0.0142;55840.37575231;5;44;21.568;       ;       ;       ;114724;21.3858;0.0305;21.3654;0.1412;115000;19.2627;0.0232;19.459;0.1176;115000;18.2597;0.0314;18.4202;0.0533;115000;17.7656;0.0173;17.9742;0.0468;115000
0.9642;305.95425268;38.50044201;305.95425268;38.50044201;1.54203059543751E+017;302067712;36;0.0116;0.0116;55168.89037037;0;3;        ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;0;15.5892;0.0076;14.0742;0.0099;16777496
0.9654;305.95372354;38.5007278;305.95372354;38.5007278;1.54203059538482E+017;310456320;37;0.0086;0.0086;55302.98092593;0;8;17.246;0.0951;15.0315;0.2895;16781336;14.8631;0.0017;14.7772;0.003;24;14.0714;0.0014;14.1355;0.002;16778264;       ;       ;       ;       ;16;14.4007;0.1543;14.1982;0.1651;16777240
0.9715;305.96245777;38.49249514;305.96245777;38.49249514;1.54193059623892E+017;268959744;32;0.1744;0.1744;55878.01034722;0;3;9.8619;0.001;11.9773;0.001;24;       ;       ;       ;       ;0;       ;       ;       ;       ;0;9.4466;0.001;10.5367;0.001;16;10.2962;0.001;10.6434;0.001;24
0.9731;305.96193778;38.49358097;305.96193778;38.49358097;1.54193059618573E+017;276901888;33;0.0187;0.0187;55790.3165162;0;6;        ;       ;       ;       ;0;13.3681;0.0011;12.2051;0.001;16777240;14.1638;0.1468;       ;       ;16777240;13.1604;0.0013;11.8843;0.001;16777240;13.3277;0.0128;       ;       ;16777240
0.9749;305.95321916;38.50114313;305.95321916;38.50114313;1.54203059532252E+017;310452224;37;0.0073;0.0073;55393.54571759;0;7;16.3324;0.0102;       ;       ;16778264;14.8968;0.002;       ;       ;24;14.6261;0;14.7474;0.0028;16777240;15.8501;0.0055;14.4404;0.0042;16777752;       ;       ;       ;       ;0
0.9777;305.96105563;38.47889227;305.96105563;38.47889227;1.54173059610915E+017;436527104;52;0.0376;0.0419;55999.56641204;3;14;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.5231;0.0859;       ;       ;115000;20.5334;0.035;       ;       ;115000;19.5673;0.0811;20.3193;0.1396;115000
0.9778;305.95367128;38.50099367;305.95367128;38.50099367;1.54203059536332E+017;1141170176;136;0.4108;0.2548;55730.17336806;2;49;11.958;       ;       ;       ;16420;11.607;       ;       ;       ;16420;11.428;       ;       ;       ;16420;11.279;       ;       ;       ;32804;11.204;       ;       ;       ;114724
0.9782;305.96245936;38.49281255;305.96245936;38.49281255;1.54193059624622E+017;1409359872;168;0.001;0.001;50985.36949074;5;11;8.725;       ;       ;       ;114788;8.553;       ;       ;       ;114788;8.524;       ;       ;       ;114788;8.536;       ;       ;       ;114788;8.545;       ;       ;       ;114788
0.9819;305.92252144;38.49029786;305.92252144;38.49029786;1.54183059225359E+017;436363264;52;0.0737;0.0737;55963.76275463;3;6;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.766;0.1518;       ;       ;115000;19.5984;0.1214;19.7312;0.3136;115000
0.9871;305.96251916;38.49310456;305.96251916;38.49310456;1.54193059624932E+017;268959744;32;0.1307;0.1307;56067.42377315;0;6;        ;       ;       ;       ;0;8.9798;0.001;14.3472;0.0013;24;8.9983;0.001;11.0243;0.001;16;       ;       ;       ;       ;0;8.9502;0.0323;10.2753;0.0074;24
0.9916;305.96272442;38.4928995;305.96272442;38.4928995;1.54193059628102E+017;268959744;32;0.1258;0.1258;55353.54282407;0;6;9.0256;0.001;11.5808;0.001;24;8.532;0.001;11.7786;0.001;24;       ;       ;       ;       ;0;       ;       ;       ;       ;0;10.1529;0.0236;9.4656;0.0216;16777240
0.9927;305.95907638;38.47625905;305.95907638;38.47625905;1.54173059590822E+017;436527104;52;0.0232;0.0232;55833.78590278;3;26;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.4253;0.0289;20.6479;0.0013;115000;19.3758;0.0655;19.6958;0.0834;115000;18.9367;0.0958;18.881;0.1257;115000
0.9969;305.95403457;38.50119453;305.95403457;38.50119453;1.54203059540912E+017;268959744;32;0.0123;0.0123;56058.48962963;0;5;        ;       ;15.3691;0;24;       ;       ;       ;       ;0;14.6908;       ;14.5169;0.0047;24;       ;       ;       ;       ;0;       ;       ;14.6346;0.0112;16
0.997;305.96286879;38.48114961;305.96286879;38.48114961;1.54173059628748E+017;503635968;60;0.0458;0.0429;55341.02899306;2;18;25.349;       ;       ;       ;16420;22.27;       ;       ;       ;16420;20.124;       ;       ;       ;16420;20.4443;0.0265;20.6379;0.214;115000;19.2132;0.0939;19.4127;0.2497;115000
0.997;305.95400485;38.50121084;305.95400485;38.50121084;1.54203059540762E+017;310456320;37;0.1383;0.2118;55813.88011574;0;12;        ;       ;       ;       ;0;12.9535;0.3012;13.0414;0.1248;24;15.1077;0.0021;14.0806;0.0019;16777752;14.5995;0.0061;13.7666;0.2182;16777752;13.0719;0.0018;11.9698;0.0013;16778264
0.9997;305.94736255;38.4706919;305.94736255;38.4706919;1.54163059473725E+017;503635968;60;0.0324;0.0202;55747.81855324;5;38;26.777;       ;       ;       ;114724;20.7251;0.0669;20.6408;0.0938;115000;19.0428;0.0165;19.2121;0.0107;115000;18.0955;0.0079;18.2259;0.0266;115000;17.481;0.0187;17.683;0.034;115000
1.0011;305.96311198;38.49252718;305.96311198;38.49252718;1.54193059630822E+017;276901888;33;0.0145;0.0145;56076.02790509;0;5;        ;       ;       ;       ;0;12.9202;0.001;11.8363;0.001;16777240;13.5751;0.0267;11.7595;0.0811;16777240;13.4388;0.0012;12.2556;0.001;16777240;12.9048;0.0021;11.5288;0.0013;16777240
1.002;305.95582869;38.50034405;305.95582869;38.50034405;1.54203059558071E+017;444915712;53;0.0747;0.0781;55811.990625;1;9;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;18.6241;0;17.9651;0.0738;16794168;18.0681;0.0264;       ;       ;16892216;       ;       ;       ;       ;16416
1.0021;305.95423426;38.50120015;305.95423426;38.50120015;1.54203059545592E+017;805384192;96;0.0239;0.0239;56844.61478009;1;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;15.013;0;       ;       ;114744;16.4274;0.0186;       ;       ;16432;       ;       ;       ;       ;16416
1.0128;305.92951533;38.50017264;305.92951533;38.50017264;1.54203059295181E+017;503635968;60;0.0049;0.0161;55776.04327546;5;61;16.0636;0.0034;16.0884;0.0026;115000;15.1536;0.0021;15.1987;0.0055;115000;14.6941;0.0015;14.715;0.005;115000;14.4191;0.0063;14.4408;0.0032;115000;14.1899;0.0035;14.1779;0.0163;115000
1.0134;305.9632869;38.49275768;305.9632869;38.49275768;1.54193059632962E+017;1350643712;161;0.0799;0.0799;55417.33228009;1;3;13.8464;0.001;11.8661;0.001;16793656;13.8705;0.0011;12.4805;0.001;16793656;13.1661;0.001;12.3972;0.001;16891960;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416
1.0141;305.96356409;38.49215476;305.96356409;38.49215476;1.54193059635401E+017;277348352;33;0.0096;0.0096;55914.14190972;0;3;        ;       ;       ;       ;0;       ;       ;       ;       ;0;14.1064;0.0014;11.9836;0.001;16777240;14.272;0.2852;13.3059;0.1705;16781336;       ;       ;       ;       ;0
1.0147;305.95127018;38.47137637;305.95127018;38.47137637;1.54163059512156E+017;436363264;52;0.0574;0.0574;55784.95480324;3;6;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.5807;0.1438;21.5205;0.2142;115256;20.4142;0.1371;20.6848;0.1848;115000;19.8018;0.2095;       ;       ;115000
1.0205;305.96087164;38.49667474;305.96087164;38.49667474;1.54193059608787E+017;302067712;36;0.0209;0.0209;56522.97952546;0;4;19.7747;0.0404;19.2164;0.0381;1048;16.8915;0.0045;17.5486;0.0107;24;18.8921;0.0185;15.3056;0.0042;16778264;       ;       ;       ;       ;0;       ;       ;       ;       ;0
1.0288;305.94953525;38.47063521;305.94953525;38.47063521;1.54163059494995E+017;436527104;52;0.0375;0.0393;55828.32621528;3;12;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.6289;0.1195;       ;       ;115000;20.4086;0.0966;20.5511;0.1881;115000;19.325;0.0931;19.6491;0.2582;115000
1.032;305.93016738;38.4730382;305.93016738;38.4730382;1.54163059301978E+017;503635968;60;0.0064;0.0107;55834.07048611;5;54;19.3254;0.012;19.5162;0.0632;115000;18.1549;0.0199;18.248;0.0229;115000;17.0259;0;17.1602;0.0611;115000;16.4797;0.006;16.5961;0.013;115000;16.2157;0.0034;16.3297;0.0139;115000
1.0341;305.95715749;38.50020124;305.95715749;38.50020124;1.54203059571671E+017;512024576;61;0.0077;0.1002;55816.37141204;5;49;19.1091;0.0201;18.1863;0.0309;16892216;17.6725;0.0469;17.9855;0;16892216;16.9311;0.0139;16.6599;0.0749;16892216;16.4383;0.0244;16.1871;0.0443;16892216;16.1386;0.0202;15.7237;0.1049;16892216
1.0379;305.95255531;38.47140186;305.95255531;38.47140186;1.54163059525716E+017;436527104;52;0.0194;0.0269;55835.6093287;4;28;        ;       ;       ;       ;16416;21.798;0.1529;       ;       ;115000;20.2834;0.0563;20.962;0.1852;16892216;19.2955;0.0275;19.6204;0.0483;115000;18.8444;0.0775;18.981;0.184;115000
1.0416;305.93353475;38.50269945;305.93353475;38.50269945;1.54203059335734E+017;310452224;37;0.0433;0.0433;55413.5527662;0;3;20.1718;0.0487;16.552;0.008;16778264;       ;       ;       ;       ;0;       ;       ;       ;       ;0;20.5222;0.1363;20.0621;0.1861;16777496;       ;       ;       ;       ;0
1.0574;305.93512827;38.47048939;305.93512827;38.47048939;1.54163059351875E+017;436527104;52;0.0324;0.0355;55911.05119213;4;17;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;21.195;0.147;20.6509;0.1464;115000;20.0562;0.0653;20.1847;0.1066;115000;19.3474;0.0888;       ;       ;115000
1.0761;305.94975081;38.50413918;305.94975081;38.50413918;1.54203059499326E+017;302067712;36;0.0109;0.0109;56262.37481481;0;3;        ;       ;       ;       ;0;       ;       ;       ;       ;0;18.3079;0.0125;18.9307;0.025;16777752;       ;       ;       ;       ;0;       ;       ;       ;       ;0
1.0797;305.96582095;38.48482426;305.96582095;38.48482426;1.54183059659813E+017;436281344;52;0.0264;0.0264;56509.9805787;1;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;19.3113;0;19.3203;0.1213;16892472;       ;       ;       ;       ;16416;19.932;0.2385;       ;       ;16952
1.0849;305.92594907;38.49920093;305.92594907;38.49920093;1.5419305925997E+017;512024576;61;0.0309;0.0356;55491.22329861;2;22;27.606;       ;       ;       ;16420;23.662;       ;       ;       ;16420;21.3258;0.1597;20.9228;0.2047;16696;19.9988;0.0483;19.9787;0.139;16892216;18.6484;0.071;18.3954;0.0051;16892216
1.0954;305.94070847;38.50516877;305.94070847;38.50516877;1.54203059407307E+017;310534144;37;0.0168;0.0168;55831.40409722;0;5;        ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;0;19.0753;0.0418;15.4451;0.0097;16777496;17.7772;0.0101;15.8746;0.0177;16777496
1.0969;305.92117239;38.49350647;305.92117239;38.49350647;1.54193059212033E+017;503635968;60;0.0086;0.0137;55740.40150463;3;38;24.555;       ;       ;       ;16420;21.738;       ;       ;       ;16420;20.1652;0.0271;20.3733;0.0297;115000;18.846;0.0464;18.9955;0.0554;115000;17.9097;0.0178;18.0716;0.0521;115000
1.1078;305.95024815;38.50457054;305.95024815;38.50457054;1.54203059502136E+017;503635968;60;0.0557;0.0335;55764.49717593;5;49;14.6797;0.0058;14.7162;0.0004;115000;13.484;       ;       ;       ;114724;13.272;       ;       ;       ;114724;13.292;0;13.3419;0;115000;13.0771;0.0058;13.0514;0.006;115000
1.1114;305.91989746;38.4910163;305.91989746;38.4910163;1.5418305919893E+017;503635968;60;0.0244;0.026;55316.67615741;3;22;27.781;       ;       ;       ;16420;23.836;       ;       ;       ;16420;21.339;       ;       ;       ;114724;20.3186;0.095;20.9221;0.28;115000;19.0917;0.0425;19.316;0.0912;115000
1.1168;305.96508444;38.4801021;305.96508444;38.4801021;1.54173059651147E+017;436527104;52;0.0362;0.0259;55972.83428241;3;22;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.4382;0.0285;20.7464;0.1474;115000;19.1901;0.0193;19.3473;0.0533;115000;18.3465;0.0249;18.491;0.0566;115000
1.1184;305.92073566;38.48038659;305.92073566;38.48038659;1.54173059206907E+017;436527104;52;0.0169;0.024;55920.63347222;5;48;22.3293;0.1988;21.6358;0.2177;115000;20.5471;0.0692;20.8152;0.1208;115000;19.1369;0.009;19.2909;0.046;115000;18.3373;0.0024;18.5183;0.0127;115000;17.8527;0.0179;18.0419;0.0357;115000
