_r;_RAJ2000;_DEJ2000;RAJ2000;DEJ2000;objID;f_objID;Qual;e_RAJ2000;e_DEJ2000;Epoch;Ns;Nd;gmag;e_gmag;gKmag;e_gKmag;gFlags;rmag;e_rmag;rKmag;e_rKmag;rFlags;imag;e_imag;iKmag;e_iKmag;iFlags;zmag;e_zmag;zKmag;e_zKmag;zFlags;ymag;e_ymag;yKmag;e_yKmag;yFlags
6.4605;305.86414048;38.5752515;305.86414048;38.5752515;1.54293058641921E+017;436363264;52;0.0665;0.0665;55750.20296296;3;7;        ;       ;       ;       ;16416;21.5798;0.2619;       ;       ;20536;21.4104;0.1826;21.3685;0.2606;115000;20.7786;0.1877;20.9738;0.3075;115000;19.7627;0.1605;       ;       ;115000
6.4618;306.07595455;38.51479099;306.07595455;38.51479099;1.54213060759748E+017;436527104;52;0.0182;0.0354;55932.52731481;3;33;        ;       ;       ;       ;16416;21.9199;0.1508;21.2235;0.1832;16793912;20.678;0.0261;20.7547;0.0488;115000;19.6042;0.0576;19.7454;0.0434;115000;18.8519;0.0396;18.8831;0.0648;115000
6.4619;305.86710269;38.57685509;305.86710269;38.57685509;1.54293058671063E+017;503635968;60;0.0357;0.0377;55987.65289352;5;43;22.2925;0.1986;       ;       ;115000;20.708;0.0432;20.8907;0.2095;115000;19.2456;0.0132;19.354;0.053;115000;18.4674;0.0102;18.5803;0.0185;115000;18.0635;0.0164;18.2957;0.0538;115000
6.4624;305.90763404;38.38291615;305.90763404;38.38291615;1.5406305907631E+017;436527104;52;0.0067;0.0125;55850.67803241;6;53;        ;       ;       ;       ;16416;21.3607;0.0388;21.3825;0.1709;115000;19.9464;0.0123;20.1922;0.0259;115000;19.1957;0.0192;19.3666;0.0431;115000;18.7467;0.0319;18.8698;0.057;115000
6.4625;305.91451693;38.59237844;305.91451693;38.59237844;1.54313059145132E+017;436527104;52;0.0493;0.0568;55664.81758102;3;11;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.6983;0.0123;20.8152;0.1332;115000;19.5903;0.0247;19.6675;0.1871;115000
6.4627;305.88734103;38.38850565;305.88734103;38.38850565;1.54063058873577E+017;503635968;60;0.0073;0.0045;55999.89184028;10;71;20.0004;0.0138;20.172;0.0372;115000;18.4695;0.0058;18.5639;0.0108;115000;17.5952;0.0052;17.6898;0.0104;115000;17.0467;0.0036;17.1231;0.0067;115000;16.6396;0.0072;16.7344;0.0108;115000
6.4631;305.85121371;38.56729398;305.85121371;38.56729398;1.54283058512221E+017;436527104;52;0.0331;0.0356;55886.7002662;3;22;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.5229;0.0342;       ;       ;115000;20.4053;0.0362;20.7511;0.0977;115000;19.5834;0.0483;       ;       ;115000
6.4632;305.87958707;38.58261991;305.87958707;38.58261991;1.542930587954E+017;436527104;52;0.0218;0.0239;55963.65795139;3;30;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.1811;0.0549;21.3946;0.1138;115000;19.972;0.0718;20.189;0.1644;115000;19.239;0.0521;19.5467;0.0558;115000
6.4634;306.00023434;38.38904761;306.00023434;38.38904761;1.54063060003008E+017;436527104;52;0.0652;0.0798;55647.57371528;6;7;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.7488;0.0778;22.0059;0.0176;115000;21.0414;0.0109;21.2533;0.0353;115000;19.7733;0.1789;       ;       ;115000
6.4639;306.06603902;38.53534199;306.06603902;38.53534199;1.54243060660013E+017;436527104;52;0.0321;0.035;55911.33626157;3;21;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.0903;0.0869;21.187;0.079;115000;20.2843;0.2442;       ;       ;115000;19.6295;0.0895;19.7543;0.1914;115000
6.4646;306.02458051;38.4002471;306.02458051;38.4002471;1.54083060245951E+017;503635968;60;0.0044;0.0066;55835.19868056;16;51;23.947;       ;       ;       ;16420;21.2572;0.0363;21.2666;0.0874;115000;19.3413;0.0084;19.4635;0.0087;115000;18.0209;0.0076;18.1651;0.0185;115000;17.0814;0.0103;17.2045;0.0236;115000
6.4647;305.82955249;38.54807278;305.82955249;38.54807278;1.54253058294398E+017;302063616;36;0.1045;0.1045;56409.61033565;0;3;        ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;0;20.5142;0.1917;20.1089;0.2624;16777496;19.5883;0.0343;       ;       ;280
6.4663;305.85968465;38.40122901;305.85968465;38.40122901;1.54083058596882E+017;503635968;60;0.0124;0.0135;56028.54888889;8;41;22.895;       ;       ;       ;16420;20.5222;0.0866;21.0889;0.2295;115000;19.2306;0.0146;19.3476;0.0261;115000;18.4972;0.0103;18.6914;0.0186;115000;18.0206;0.0253;18.1519;0.0465;115000
6.4671;305.90922378;38.38251249;305.90922378;38.38251249;1.5405305909233E+017;503635968;60;0.009;0.0047;55801.3146412;4;55;24.076;       ;       ;       ;16420;21.1961;0.0485;21.3187;0.0881;115000;19.1488;0.0089;19.2976;0.0205;115000;17.7947;0.0061;17.8824;0.0089;115000;16.8458;0.0057;16.9445;0.0131;115000
6.4674;306.065169;38.53680401;306.065169;38.53680401;1.54243060651645E+017;436363264;52;0.0807;0.0807;55684.69282407;3;4;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.673;0.0137;21.758;0.2813;115000;20.6422;0.1351;20.469;0.2592;114992;19.861;0.1996;       ;       ;115000
6.4677;305.91459445;38.38152582;305.91459445;38.38152582;1.54053059146218E+017;512024576;61;0.0081;0.0075;55857.25320602;4;45;21.357;       ;       ;       ;16420;19.4419;0.0002;19.0143;0.1656;16892216;18.7301;0.0149;18.6995;0.0316;16892216;18.0336;0.0374;15.6254;0.0068;16892216;17.4245;0.0203;16.8629;0.1665;16892216
6.4678;305.99571498;38.58659928;305.99571498;38.58659928;1.54303059957125E+017;436527104;52;0.0131;0.0119;55964.23512731;5;46;        ;       ;       ;       ;114720;21.3211;0.0528;21.3746;0.0855;115000;19.7647;0.0206;20.0005;0.0468;115000;18.9354;0.0228;19.1094;0.0379;115000;18.434;0.0225;18.6562;0.0625;115000
6.4683;305.85169298;38.4063262;305.85169298;38.4063262;1.54083058515978E+017;436527104;52;0.0394;0.0437;55869.03935185;6;13;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.358;0.1412;       ;       ;115000;20.5311;0.0988;20.747;0.1632;115000;19.4757;0.0785;19.3693;0.1921;115000
6.4687;305.86812652;38.39653245;305.86812652;38.39653245;1.54073058681387E+017;503636096;60;0.0029;0.0051;55872.92094907;10;77;17.9781;0.0079;18.0751;0.008;115000;16.8224;0.0048;16.885;0.0118;115000;16.251;0.0041;16.313;0.0105;115000;15.9055;0.0063;15.9897;0.0084;115000;15.6556;0.0051;15.7219;0.0137;115000
6.4693;305.81903724;38.44004996;305.81903724;38.44004996;1.54123058190669E+017;436527104;52;0.0066;0.0138;55999.35631944;3;20;        ;       ;       ;       ;16416;21.0056;0.0772;21.2346;0.1441;16696;19.8217;0.0255;20.0757;0.048;115000;19.2083;0.0164;19.2156;0.0573;115000;18.7491;0.0714;18.9958;0.0593;115000
6.4695;305.96208094;38.59378677;305.96208094;38.59378677;1.54313059620683E+017;503635968;60;0.0052;0.0241;55921.20012731;4;57;23.552;       ;       ;       ;16420;21.3308;0.0181;21.5419;0.2696;115000;19.7369;0.0227;19.902;0.0357;115000;18.7462;0.0119;18.9171;0.0294;115000;18.0634;0.0169;18.2697;0.0418;115000
6.4698;305.87096821;38.39510802;305.87096821;38.39510802;1.54073058709855E+017;436527104;52;0.0133;0.0149;55959.33527778;8;42;        ;       ;       ;       ;16416;21.616;0.1659;21.021;0.0754;16892216;20.6259;0.0314;20.8126;0.0476;115000;19.5723;0.0435;19.8442;0.0883;115000;18.9386;0.0398;19.237;0.0695;115000
6.472;305.99018371;38.38566315;305.99018371;38.38566315;1.54063059902063E+017;436527104;52;0.0111;0.0139;55853.61284722;10;50;21.3715;0.151;21.654;0.031;115000;19.5995;0.016;19.6601;0.0347;115000;18.6739;0.0128;18.7885;0.0109;115000;18.0538;0.0021;18.1812;0.0141;115000;17.5957;0.0139;17.6537;0.0327;115000
6.4727;305.81392931;38.44924561;305.81392931;38.44924561;1.5413305813923E+017;503635968;60;0.01;0.0228;55867.48746528;5;67;17.286;0.0018;17.3602;0.0022;115000;16.3668;0.003;16.4403;0.0039;115000;15.9269;0.0035;15.9817;0.0019;115000;15.6385;0.0018;15.7002;0.0062;115000;15.436;0.0034;15.5318;0.0097;115000
6.4746;305.83890364;38.4162975;305.83890364;38.4162975;1.5410305838965E+017;1376051200;164;0.0368;0.0391;55925.57158565;6;20;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.8334;0.0583;20.5577;0.088;16892216;20.1178;0.0539;20.0943;0.042;115000;19.236;0.0373;19.3257;0.1652;115000
6.4756;305.97825901;38.38266763;305.97825901;38.38266763;1.5405305978281E+017;436527104;52;0.0117;0.0133;55940.95935185;8;32;        ;       ;       ;       ;16416;20.9698;0.0026;20.9169;0.1201;115000;19.8377;0.0289;20.0364;0.0399;115000;19.073;0.0109;19.24;0.0507;115000;18.589;0.0206;18.8614;0.0737;115000
6.4768;305.80769605;38.50795096;305.80769605;38.50795096;1.542130580771E+017;503635968;60;0.0019;0.0147;55782.14710648;5;67;17.338;0.0042;17.4234;0.0062;115000;16.449;0.0069;16.5228;0.0019;115000;16.0032;0.0061;16.0721;0.0028;115000;15.7395;0.005;15.806;0.003;115000;15.5477;0.0038;15.636;0.0048;115000
6.4779;305.83350743;38.55271082;305.83350743;38.55271082;1.54263058336054E+017;436527104;52;0.0371;0.0422;56103.71677083;3;15;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.1079;0.1405;21.0585;0.2507;115000;20.2873;0.026;19.9269;0.2026;115000;19.2556;0.1117;19.2541;0.1762;115000
6.478;306.02881875;38.40250664;306.02881875;38.40250664;1.54083060288404E+017;503635968;60;0.009;0.0037;55986.1056713;20;62;16.0597;0.0017;16.1154;0.0025;115000;15.265;0.002;15.3273;0.0026;115000;14.9767;0.002;15.0241;0.0028;115000;14.8498;0.0023;14.9057;0.0016;115000;14.7554;0.0038;14.8233;0.0038;115000
6.4781;305.89006143;38.58671259;305.89006143;38.58671259;1.54303058901095E+017;436527104;52;0.0436;0.0557;55865.83899306;3;13;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.4891;0.0161;20.4967;0.1857;115000;19.5781;0.0368;       ;       ;115000
6.4784;305.80523952;38.49261717;305.80523952;38.49261717;1.54193058052782E+017;436527232;52;0.0154;0.0214;55869.65201389;5;43;        ;       ;       ;       ;114720;20.7496;0.0404;20.673;0.122;115000;19.7528;0.0147;19.9467;0.0258;115000;19.1299;0.0142;19.2775;0.0531;115000;18.4965;0.0471;18.6119;0.0579;115000
6.4788;306.05311152;38.55209882;306.05311152;38.55209882;1.54263060531713E+017;436527104;52;0.0358;0.0414;55626.78811343;6;8;        ;       ;       ;       ;16416;21.9819;0.1691;21.9235;0.2351;16696;21.0099;0.0555;21.1917;0.1083;115000;20.0695;0.0468;20.3022;0.1338;115000;19.7758;0.19;       ;       ;115256
6.479;305.83519854;38.41966892;305.83519854;38.41966892;1.54103058352274E+017;436527104;52;0.0346;0.0347;55883.68416667;3;10;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.9293;0.0981;       ;       ;115256;20.1891;0.1805;20.572;0.0874;115000;19.2723;0.0443;19.1837;0.1347;115000
6.4808;306.08089933;38.48313229;306.08089933;38.48313229;1.5418306080913E+017;436527104;52;0.035;0.0426;55953.33854167;3;18;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.1426;0.0489;21.1964;0.135;115000;20.3513;0.0482;20.4272;0.0734;115000;19.6059;0.1284;19.5201;0.1304;115000
6.4823;305.8144093;38.52632802;305.8144093;38.52632802;1.54233058144412E+017;503635968;60;0.0057;0.0076;55874.40344907;5;61;21.9218;0.0376;21.7527;0.0402;115000;20.4233;0.0216;20.6905;0.038;115000;19.2923;0.0091;19.4566;0.0158;115000;18.5427;0.0195;18.7458;0.05;115000;18.0822;0.0124;18.3102;0.0323;115000
6.4825;305.89401618;38.38600054;305.89401618;38.38600054;1.54063058939894E+017;436527104;52;0.0615;0.0652;55650.05422454;6;7;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.7598;0.0876;       ;       ;115000;20.5994;0.0611;20.8097;0.1916;115000;       ;       ;       ;       ;114720
6.484;306.07942991;38.50364107;306.07942991;38.50364107;1.54203060794715E+017;436527104;52;0.074;0.0843;56147.21534722;3;14;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.1477;0.163;20.8084;0.199;115000;20.5843;0.2408;19.8679;0.1477;115000;19.5625;0.0584;19.478;0.2283;115000
6.484;305.99803155;38.38790186;305.99803155;38.38790186;1.54063059980686E+017;436527104;52;0.0523;0.0681;55779.86722222;8;9;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;21.4406;0.3294;21.3479;0.2069;115000;20.8241;0.0371;21.8308;0.1771;115000;       ;       ;       ;       ;114720
6.4843;306.05838476;38.54640601;306.05838476;38.54640601;1.54253060583786E+017;503635968;60;0.003;0.013;55989.81521991;5;61;20.0768;0.0248;20.2098;0.033;115000;18.5427;0.0121;18.6389;0.0085;115000;17.7495;0.0048;17.8408;0.0076;115000;17.2939;0.0109;17.3925;0.0202;115000;16.9655;0.0093;17.1258;0.0172;115000
6.4845;305.81820148;38.44083245;305.81820148;38.44083245;1.5412305818214E+017;436527104;52;0.0307;0.0168;56047.42957176;5;33;22.0268;0.1422;22.1985;0.2791;115000;20.3221;0.0442;20.1997;0.0446;16892216;19.364;0.0047;19.506;0.0233;115000;18.7555;0.0331;18.9195;0.0208;115000;18.4051;0.0315;18.3901;0.0537;16892216
6.4854;305.91733601;38.59320982;305.91733601;38.59320982;1.54313059173433E+017;503635968;60;0.0065;0.011;55927.96236111;5;70;19.4132;0.0123;19.5406;0.0317;115000;18.2459;0.0091;18.3386;0.0111;115000;17.6293;0.0051;17.712;0.0055;115000;17.2783;0.0101;17.387;0.0163;115000;17.0218;0.0097;17.1226;0.0204;115000
6.4859;305.81874875;38.53424826;305.81874875;38.53424826;1.54243058187512E+017;503635968;60;0.0038;0.0051;55939.6408912;5;61;20.6671;0.0281;20.8484;0.0858;115000;18.8381;0.0098;18.9993;0.0076;115000;17.7055;0.0043;17.7494;0.0084;115000;16.9785;0.0036;17.0331;0.0036;115000;16.4656;0.0096;16.5302;0.0085;115000
6.4861;305.85455343;38.40400911;305.85455343;38.40400911;1.54083058545635E+017;436527104;52;0.0147;0.0078;56087.39581019;8;38;22.2838;0.1805;       ;       ;16952;20.8166;0.0479;21.1409;0.0759;115000;19.4135;0.0267;19.382;0.0359;115000;18.7053;0.0214;18.7436;0.0264;115000;18.3445;0.0384;18.3745;0.0846;115000
6.4864;306.01792262;38.577841;306.01792262;38.577841;1.54293060179594E+017;436285440;52;0.0652;0.0652;55567.63016204;2;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.0991;0.1336;20.3012;0.1396;115000;19.2056;0.1718;19.8101;0.2825;20528
6.4869;305.95567091;38.59466021;305.95567091;38.59466021;1.54313059556634E+017;503635968;60;0.0159;0.0175;55508.29064815;3;32;26.645;       ;       ;       ;16420;22.701;       ;       ;       ;16420;21.5334;0.1831;       ;       ;115000;19.9614;0.0456;20.0571;0.0626;115000;18.5558;0.0215;18.7888;0.0422;115000
6.4874;305.807747;38.46511717;305.807747;38.46511717;1.54153058077129E+017;436527104;52;0.0183;0.0366;55899.01655093;3;34;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.9697;0.08;21.2781;0.0687;115000;19.9374;0.0492;20.1046;0.0832;115000;19.1907;0.0502;19.3852;0.0847;115000
6.4902;306.07907654;38.50593318;306.07907654;38.50593318;1.54203060790848E+017;503635968;60;0.0062;0.0195;55940.33412037;5;44;21.7405;0.0512;21.7313;0.1717;115000;18.89;0.014;18.9243;0.0368;115000;16.9341;0.0037;16.9996;0.0042;115000;15.7116;0.0018;15.8132;0.0189;115000;14.8675;0.0029;14.8958;0.0099;115000
6.4906;305.81614248;38.44414827;305.81614248;38.44414827;1.54133058160814E+017;503635968;60;0.0088;0.0099;55907.09920139;5;47;24.333;       ;       ;       ;114724;21.1334;0.1338;21.2574;0.1065;115000;19.8824;0.0504;19.9744;0.0807;115000;18.918;0.0129;19.0161;0.0521;115000;18.2475;0.0166;18.3582;0.0809;115000
6.4907;306.06590693;38.53653178;306.06590693;38.53653178;1.54243060659105E+017;436281344;52;0.0963;0.0963;55928.25234954;2;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.5402;0.1818;20.851;0.1819;16793912;20.8186;0.1773;       ;       ;115760;       ;       ;       ;       ;114720
6.491;305.88258611;38.58431666;305.88258611;38.58431666;1.54303058825452E+017;436363264;52;0.0939;0.0939;55893.14358796;3;4;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.6912;0.1964;20.5601;0.2701;115000;19.5582;0.193;       ;       ;115000
6.4913;305.94573128;38.59516688;305.94573128;38.59516688;1.54313059457125E+017;436527104;52;0.0166;0.0107;55864.20842593;5;59;20.6192;0.0414;20.7143;0.0223;115000;18.9942;0.0169;19.1461;0.0246;115000;18.0682;0.009;18.18;0.0114;115000;17.5193;0.0053;17.6378;0.0154;115000;17.1092;0.0076;17.208;0.0234;115000
6.4914;305.85372919;38.40443748;305.85372919;38.40443748;1.54083058537776E+017;436527104;52;0.0225;0.02;55961.73454861;10;61;21.1934;0.0504;21.4242;0.1066;115000;19.7779;0.0255;19.8498;0.048;115000;19.0288;0.0107;19.1106;0.0305;115000;18.5925;0.0126;18.6835;0.0348;115000;18.275;0.0251;18.3535;0.0453;115000
6.4914;305.80494754;38.4817835;305.80494754;38.4817835;1.54173058049269E+017;436527104;52;0.0195;0.0256;55908.18134259;3;18;22.0444;0.1664;20.9133;0.1386;16794680;21.5279;0.0824;20.9376;0.1313;16892216;20.4976;0.0303;20.7242;0.0573;115000;19.8116;0.1021;20.0699;0.1255;115000;       ;       ;       ;       ;16416
6.4917;306.02128016;38.57619754;306.02128016;38.57619754;1.54293060212702E+017;436527104;52;0.0155;0.0168;55894.65480324;8;44;        ;       ;       ;       ;16416;21.5686;0.0375;21.9362;0.0647;115000;20.2609;0.0317;20.4539;0.0987;115000;19.5964;0.0111;19.7725;0.0485;115000;19.1952;0.0629;19.3717;0.1082;115000
6.4925;305.8498906;38.56701952;305.8498906;38.56701952;1.54283058499091E+017;436527104;52;0.0399;0.0455;55981.2975463;3;14;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.6054;0.1804;       ;       ;115000;20.6222;0.0775;21.0827;0.1565;115000;19.6675;0.0464;19.9768;0.0288;115000
6.4929;305.87506756;38.39276967;305.87506756;38.39276967;1.54073058750722E+017;436527104;52;0.018;0.0214;55907.63423611;8;39;        ;       ;       ;       ;16416;21.5537;0.0632;21.3991;0.2495;115000;20.7082;0.0219;20.8902;0.0779;115000;20.0693;0.0344;20.4102;0.0717;115000;19.4055;0.0438;19.6614;0.0821;115000
6.4932;305.81915837;38.53517678;305.81915837;38.53517678;1.54243058191613E+017;436527104;52;0.0133;0.0145;55902.25642361;3;25;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.6155;0.03;20.8052;0.059;115000;19.4998;0.0168;19.5549;0.0547;115000;18.6059;0.0248;18.772;0.0564;115000
6.4937;305.91466812;38.38107098;305.91466812;38.38107098;1.54053059147348E+017;277348352;33;0.0261;0.0261;56514.86515046;0;4;19.6587;0;       ;       ;16781336;20.5636;0.211;       ;       ;16781336;       ;       ;       ;       ;0;       ;       ;       ;       ;0;       ;       ;       ;       ;0
6.4939;306.06440707;38.53886258;306.06440707;38.53886258;1.54243060645027E+017;436527104;52;0.0377;0.041;56010.89105324;3;19;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2235;0.1547;21.2097;0.3127;115000;20.2753;0.0914;20.5257;0.0367;115000;19.6042;0.1062;19.7887;0.2041;115000
6.4942;306.05681622;38.42558875;306.05681622;38.42558875;1.54113060568201E+017;503636096;60;0.0159;0.0137;55942.01472222;5;54;19.4267;0.0142;19.49;0.0165;115000;17.705;0.0115;17.8418;0.0122;115000;16.6925;0.0071;16.7706;0.0031;115000;16.1237;0.0044;16.18;0.009;115000;15.757;0.0026;15.8646;0.0139;115000
6.4942;305.90690176;38.38252267;305.90690176;38.38252267;1.5405305906916E+017;436281344;52;0.0796;0.0796;55664.40053241;2;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.6589;0.1479;21.8019;0.2409;16696;20.6196;0.1203;20.5412;0.2262;115000;19.7441;0.1493;       ;       ;115000
6.4947;305.98991516;38.58883508;305.98991516;38.58883508;1.54303059898687E+017;436527104;52;0.036;0.0387;55889.46542824;4;21;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;21.2711;0.0173;21.4749;0.2062;115000;20.3457;0.0495;20.6094;0.106;115000;19.6407;0.0763;19.5083;0.2375;115000
6.495;306.08125374;38.48442053;306.08125374;38.48442053;1.54183060812242E+017;444674048;53;0.1145;0.1145;56409.60703704;1;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.6737;0.2557;       ;       ;20536;20.4412;0.1593;18.6702;0.0969;16892216;19.5961;0.1631;18.8188;0.1446;16793912
6.4951;306.03980162;38.40972816;306.03980162;38.40972816;1.54093060397962E+017;503635968;60;0.0031;0.0109;55974.15342593;20;53;22.347;       ;       ;       ;114724;20.4109;0.0206;20.4301;0.0889;115000;19.1946;0.0187;19.316;0.0189;115000;18.3815;0.0098;18.5195;0.0399;115000;17.8142;0.0119;17.9242;0.0454;115000
