_r;_RAJ2000;_DEJ2000;RA_ICRS;e_RA_ICRS;DE_ICRS;e_DE_ICRS;Source;Plx;e_Plx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RUWE;FG;e_FG;Gmag;e_Gmag;FBP;e_FBP;BPmag;e_BPmag;FRP;e_FRP;RPmag;e_RPmag;BP-RP;RVDR2;e_RVDR2;Tefftemp;loggtemp;PS1;SDSSDR13;SkyMapper2;URAT1;GmagCorr;e_GmagCorr;FGCorr;RAJ2000;DEJ2000
1.1191;305.947920046811;38.4687805473893;305.9478995885;0.3743;38.46874707628;0.4591;2.06112961966693E+018;0.2581;0.5344;8.349;-3.604;0.521;-7.531;0.708;1.176;164.55;1.0018;20.146648;0.007162;55.659;9.8116;20.974705;0.191414;249.81;7.1518;18.753859;0.031312;2.220846;       ;     ;      ;    ;1.54163059479043E+017;                   ;         ;         ;20.133947;0.007091;166.48;305.94792004647;38.46878054852
1.1341;305.93484760189;38.46923113511;305.93483109436;0.1054;38.469212584;0.1161;2.06112958530543E+018;0.3455;0.1409;5.087;-2.908;0.146;-4.174;0.154;1.03;673.86;1.0507;18.61594;0.003234;92.187;7.8173;20.426863;0.09211;883.39;8.4926;17.382515;0.011101;3.044348;       ;     ;      ;    ;1.54163059348324E+017;                   ;         ;643418543;18.590349;0.003213;689.93;305.93484760412;38.46923113562
1.1493;305.921230073652;38.4957456154028;305.92121023802;0.1302;38.49571885096;0.1458;2.06113044859982E+018;0.4656;0.1749;6.962;-3.493;0.181;-6.022;0.192;1.018;491.69;1.1572;18.958132;0.003758;93.325;5.7706;20.413551;0.067192;584.88;7.9409;17.830227;0.015218;2.583324;       ;     ;      ;    ;1.54193059212126E+017;                   ;         ;643418487;18.958132;0.003758;491.69;305.9212300744;38.49574561438
1.1512;305.932580882203;38.5043831943956;305.93258081973;0.376;38.50436831884;0.373;2.06113044859639E+018;0.5501;0.4564;3.347;-0.011;0.536;-3.347;0.511;0.955;155.75;0.81398;20.20626;0.006308;40.54;5.6148;21.318834;0.1504;173.85;6.8454;19.147457;0.042918;2.171377;       ;     ;      ;    ;1.54203059325806E+017;                   ;         ;         ;20.19444;0.006252;157.46;305.93258088367;38.50438319514
1.1562;305.9656855414;38.4794998705501;305.96567040545;0.3358;38.47948923944;0.416;2.06112993320395E+018;0.7423;0.4677;3.582;-2.666;0.471;-2.392;0.621;1.016;158.71;0.80292;20.185863;0.006145;34.853;5.8502;21.482952;0.182269;214.77;6.9006;18.917974;0.035089;2.564978;       ;     ;      ;    ;1.54173059656756E+017;                   ;         ;         ;20.167083;0.006061;161.48;305.96568554326;38.47949986949
1.1651;305.956648700073;38.5032432175398;305.95664170321;0.2995;38.50321921754;0.3271;2.06113075783084E+018;0.8731;0.4022;5.539;-1.232;0.396;-5.4;0.429;1.084;198.58;0.83034;19.942549;0.005311;70.843;10.232;20.712809;0.156835;254.04;19.895;18.735647;0.085111;1.977161;       ;     ;      ;    ;1.54203059566235E+017;                   ;         ;         ;19.934129;0.005281;200.12;305.95664870019;38.5032432193
1.1807;305.967387055348;38.4919787799318;305.96733753984;0.6333;38.49193719772;0.7014;2.06113000192338E+018;2.4838;0.8265;12.789;-8.72;0.911;-9.356;0.969;1.014;109.67;1.1948;20.587135;0.012145;85.439;18.24;20.509405;0.231811;154.52;16.46;19.27544;0.115717;1.233965;       ;     ;      ;    ;1.54193059672811E+017;                   ;         ;         ;20.588954;0.012164;109.49;305.96738705482;38.49197877787
1.1832;305.958478209827;38.5025899768947;305.95846434685;0.4031;38.50256970134;0.4362;2.06112999762406E+018;-0.142;0.5341;5.174;-2.441;0.535;-4.562;0.594;1.047;159.81;0.88488;20.178392;0.006613;20.02;2.1338;22.08489;0.115755;178.75;16.984;19.117308;0.103231;2.967583;       ;     ;      ;    ;1.54203059584704E+017;                   ;         ;         ;20.153249;0.006488;163.55;305.95847820844;38.50258997783
1.2048;305.92040840499;38.49651428085;305.92040840499;3.3463;38.49651428085;2.4282;2.06113041423666E+018;          ;       ;         ;         ;      ;         ;      ;        ;69.335;1.7821;21.08499;0.028043;19.509;4.1779;22.112959;0.232532;71.596;21.488;20.110668;0.325881;2.002291;       ;     ;      ;    ;1.54193059204126E+017;                   ;         ;         ;21.08499;0.028043;69.335;305.92040840499;38.49651428085
1.2093;305.918502299737;38.4808401104697;305.91849418658;0.2254;38.48081787047;0.2386;2.0611303412197E+018;0.4341;0.2925;5.204;-1.429;0.311;-5.004;0.302;0.94;232.1;0.72099;19.773188;0.004355;60.235;6.501;20.888914;0.117214;280.03;7.2085;18.629877;0.028203;2.259037;       ;     ;      ;    ;1.54173059184918E+017;                   ;         ;         ;19.759805;0.004323;234.98;305.91850229995;38.48084010926
1.2094;305.925999583434;38.5021570464455;305.92594831174;0.0328;38.50210673979;0.0341;2.06113044859982E+018;0.7291;0.0425;14.479;-9.028;0.044;-11.319;0.041;1.072;4700.1;2.334;16.507101;0.002808;1661.3;15.255;17.287445;0.010353;4411.4;9.6258;15.636449;0.004461;1.650996;       ;     ;      ;    ;1.54203059259663E+017;                   ;         ;643418510;16.507101;0.002808;4700.1;305.92599958471;38.50215704864
1.2243;305.956378985426;38.5045474140728;305.95635914737;0.0105;38.50452196963;0.0115;2.06113075783745E+018;0.5744;0.0141;6.706;-3.493;0.014;-5.725;0.015;1.008;42511;8.7447;14.116121;0.002764;18268;21.175;14.684314;0.003061;34998;38.133;13.3878;0.00396;1.296514;       ;     ;      ;    ;1.54203059563346E+017;                   ;         ;643418637;14.116121;0.002764;42511;305.95637898646;38.50454741375
1.2373;305.919055931908;38.4784898380746;305.91902403104;0.4823;38.47845674919;0.5809;2.06113034551399E+018;-0.233;0.676;9.328;-5.619;0.683;-7.445;0.812;1.025;127.95;0.82675;20.419786;0.007537;32.635;4.8406;21.55435;0.161067;164.08;6.7236;19.210253;0.044651;2.344097;       ;     ;      ;    ;1.54173059190105E+017;                   ;         ;         ;20.404885;0.007448;129.72;305.91905593239;38.47848984015
1.2642;305.922385283325;38.4734874378718;305.92237544521;0.0871;38.47346325565;0.0994;2.06113034551224E+018;0.1345;0.1173;5.711;-1.733;0.121;-5.441;0.134;1.072;973.25;1.2994;18.216806;0.003113;120.51;8.3049;20.135988;0.074875;1449.3;11.105;16.84498;0.009137;3.291008;       ;     ;      ;    ;1.54163059223819E+017;                   ;         ;643418490;18.191215;0.003098;996.46;305.92238528567;38.47348743862
1.265;305.916125932538;38.4874702560205;305.91607091244;0.3574;38.4874660027;0.4051;2.06113040994091E+018;0.6385;0.4725;9.737;-9.69;0.497;-0.957;0.572;0.966;144.51;0.7644;20.28759;0.00637;74.506;20.537;20.658066;0.299284;210.2;8.0169;18.9413;0.041581;1.716766;       ;     ;      ;    ;1.54183059160896E+017;                   ;         ;         ;20.283417;0.00635;145.07;305.9161259321;38.48747025563
1.2804;305.92348031835;38.4721153412722;305.92348181703;0.0167;38.47210231905;0.0188;2.06113034552059E+018;0.681;0.0224;2.942;0.264;0.023;-2.93;0.024;0.963;13191;3.4786;15.386693;0.00277;5308.1;15.289;16.026203;0.004191;11400;14.219;14.60564;0.004015;1.420563;       ;     ;      ;    ;1.54163059234827E+017;                   ;         ;643418497;15.386693;0.00277;13191;305.9234803198;38.47211534339
1.2815;305.961813799897;38.471543439084;305.96179443642;0.0066;38.47151708353;0.0078;2.06112955524659E+018;0.5589;0.009;6.841;-3.411;0.009;-5.93;0.01;0.909;173070;61.224;12.591824;0.002782;82708;99.194;13.044677;0.003079;130550;118.06;11.958439;0.003905;1.086238;       ;     ;      ;    ;1.54163059617556E+017;                   ;         ;643418659;12.591824;0.002782;173070;305.96181379908;38.47154343735
1.2958;305.94449562765;38.46543469156;305.94449562765;1.6251;38.46543469156;2.0012;2.06112958960652E+018;          ;       ;         ;         ;      ;         ;      ;        ;82.615;1.2029;20.894718;0.016047;16.425;7.9031;22.299799;0.522432;121.78;6.2916;19.533943;0.05622;2.765856;       ;     ;      ;    ;1.54153059445659E+017;                   ;         ;         ;20.894718;0.016047;82.615;305.94449562765;38.46543469156
1.2983;305.966506764064;38.4984148120598;305.96651410687;1.0198;38.49838125206;1.2544;2.06113003628144E+018;-1.0419;1.5553;7.661;1.293;1.874;-7.551;2.15;1.146;84.492;1.1219;20.870327;0.014677;41.73;10.061;21.287434;0.261796;140.04;13.106;19.382238;0.101677;1.905195;       ;     ;      ;    ;1.54193059665159E+017;                   ;         ;         ;20.863126;0.014584;85.054;305.96650676261;38.4984148104
1.3016;305.963538354165;38.472449881028;305.96352423585;0.0413;38.47242507214;0.0502;2.06112955524659E+018;0.5799;0.0566;6.111;-2.487;0.057;-5.582;0.066;1.015;3046.6;2.3731;16.977827;0.002882;806.21;10.732;18.072428;0.01472;3463.5;17.143;15.899094;0.00657;2.173334;       ;     ;      ;    ;1.54163059635218E+017;                   ;         ;         ;16.977827;0.002882;3046.6;305.96353835573;38.47244988114
1.3093;305.969201407601;38.4795148898207;305.96916773493;0.0444;38.47947653427;0.0513;2.06112993320371E+018;0.5144;0.0591;10.472;-5.931;0.059;-8.63;0.069;1.034;2795.9;1.8997;17.07105;0.002852;822;12.735;18.051363;0.017051;2893;12.237;16.09453;0.005948;1.956833;       ;     ;      ;    ;1.54173059691886E+017;                   ;         ;643418694;17.07105;0.002852;2795.9;305.96920140895;38.47951489141
1.3171;305.9710265657;38.4880229574261;305.97101522659;0.8351;38.48800693076;0.9168;2.0611299332003E+018;1.5759;1.1155;4.122;-1.997;1.042;-3.606;1.183;1.157;90.827;0.89469;20.791828;0.011044;35.312;4.4479;21.46874;0.136788;100.91;5.7832;19.7381;0.062342;1.73064;       ;     ;      ;    ;1.54183059711116E+017;                   ;         ;         ;20.787442;0.011002;91.195;305.97102656446;38.48802295795
1.339;305.924998034615;38.5043159509147;305.9249838703;0.1602;38.50429763536;0.1669;2.06113044430002E+018;0.1859;0.2108;4.817;-2.494;0.229;-4.121;0.21;0.979;426.62;0.97911;19.112276;0.003715;47.525;5.8629;21.146229;0.133969;634.41;8.1384;17.74197;0.014432;3.404259;       ;     ;      ;    ;1.54203059249926E+017;                   ;         ;643418507;19.086685;0.003676;436.79;305.92499803209;38.50431595201
1.3468;305.94466831303;38.50940828221;305.94466831303;2.1698;38.50940828221;1.6294;2.06113075783583E+018;          ;       ;         ;         ;      ;         ;      ;        ;74.173;1.5115;21.011747;0.022296;23.557;2.5099;21.908253;0.115715;75.467;11.609;20.053497;0.167059;1.854755;       ;     ;      ;    ;1.54213059447222E+017;                   ;         ;         ;21.011747;0.022296;74.173;305.94466831303;38.50940828221
1.3543;305.971497304157;38.4834817589807;305.97147866422;0.0244;38.48346221676;0.0274;2.06112993320371E+018;0.4806;0.0317;5.487;-3.283;0.035;-4.397;0.037;1.027;7309.2;3.0393;16.027689;0.002792;2697.1;18.936;16.761309;0.008117;6756;13.75;15.173668;0.004378;1.587641;       ;     ;      ;    ;1.54183059714851E+017;                   ;         ;643418704;16.027689;0.002792;7309.2;305.97149730336;38.48348175831
1.3543;305.939384876812;38.5094240333375;305.93936697989;0.7378;38.50939258445;0.8481;2.06113082655495E+018;0.613;1.0154;7.746;-3.151;1.069;-7.076;1.134;1.124;100.54;0.78822;20.681564;0.008947;51.622;8.8909;21.056458;0.187018;121.64;8.9593;19.535177;0.080056;1.52128;       ;     ;      ;    ;1.54213059393232E+017;                   ;         ;         ;20.680184;0.008937;100.66;305.93938487648;38.50942403222
1.3745;305.914167747993;38.4830895861422;305.91416689634;0.0763;38.48307460392;0.0876;2.06113041424008E+018;0.5397;0.1023;3.375;-0.15;0.106;-3.371;0.118;1.104;1181;1.9901;18.006725;0.003307;276.38;9.2741;19.234795;0.03654;1349.4;7.3618;16.922508;0.007026;2.312286;       ;     ;      ;    ;1.5418305914161E+017;                   ;         ;643418456;18.006725;0.003307;1181;305.91416774713;38.48308958703
1.3794;305.968896248318;38.4978955017515;305.96886990981;0.4559;38.49788893731;0.635;2.06113003198379E+018;1.3883;0.6606;4.867;-4.638;0.626;-1.477;0.92;1.057;127.03;0.85617;20.42764;0.00782;50.905;8.7169;21.07164;0.185941;313.36;15.465;18.507776;0.053715;2.563864;       ;     ;      ;    ;1.54193059690928E+017;                   ;         ;         ;20.408879;0.007702;129.24;305.96889624672;38.49789550138
1.3862;305.94552430691;38.46398186355;305.94552430691;1.5778;38.46398186355;1.6995;2.06112952088392E+018;          ;       ;         ;         ;      ;         ;      ;        ;76.837;1.2747;20.973446;0.018221;29.25;5.0214;21.67323;0.186412;126.56;6.742;19.492115;0.057959;2.181114;       ;     ;      ;    ;1.54153059455657E+017;                   ;         ;         ;20.973446;0.018221;76.837;305.94552430691;38.46398186355
1.3866;305.934289874021;38.5090975462428;305.93427880422;0.2775;38.50907857291;0.2864;2.06113082654861E+018;0.537;0.3579;4.693;-1.949;0.369;-4.269;0.347;1.021;208.18;0.77392;19.891249;0.004887;45.238;4.4234;21.199795;0.106203;280.32;6.6396;18.628767;0.025993;2.571028;       ;     ;      ;    ;1.54213059342762E+017;                   ;         ;         ;19.872365;0.00483;211.84;305.93428987421;38.50909754466
1.3929;305.916269902348;38.4970688782631;305.91625212775;0.1236;38.49703203382;0.1332;2.06113040993921E+018;0.4943;0.1636;8.861;-3.13;0.174;-8.29;0.177;0.955;541.77;0.97877;18.852829;0.003382;157.55;6.7666;19.844969;0.046714;569.89;8.5162;17.858416;0.016659;1.986553;       ;     ;      ;    ;1.54193059162607E+017;                   ;         ;643418467;18.852829;0.003382;541.77;305.91626990438;38.49706887701
1.4006;305.96924593183;38.49808543101;305.96924593183;1.0637;38.49808543101;1.5718;2.06113003627455E+018;          ;       ;         ;         ;      ;         ;      ;        ;101.38;1.2491;20.672503;0.013658;           ;           ;         ;         ;238.47;69.029;18.804289;0.314299;         ;       ;     ;      ;    ;                  ;                   ;         ;         ;20.672503;0.013658;101.38;305.96924593183;38.49808543101
1.4089;305.930756663778;38.4655955154494;305.93073659236;0.3811;38.46557128434;0.4542;2.06112958530781E+018;0.2375;0.5145;6.498;-3.536;0.546;-5.452;0.641;1.033;136.86;0.71262;20.3467;0.006289;44.559;6.9166;21.216192;0.168552;189.67;5.8741;19.05292;0.033838;2.163273;       ;     ;      ;    ;1.54153059306739E+017;                   ;         ;         ;20.335024;0.006235;138.34;305.93075666412;38.46559551628
1.4155;305.916894530073;38.4987688917041;305.9168571855;0.4511;38.49874325171;0.4528;2.06113041423666E+018;-0.0879;0.5605;8.748;-6.576;0.599;-5.769;0.631;1.074;159.06;0.84276;20.183443;0.006378;61.001;8.0111;20.875196;0.142613;162.42;9.9857;19.221321;0.06686;1.653875;       ;     ;      ;    ;1.54193059169329E+017;                   ;         ;         ;20.180213;0.006363;159.54;305.91689453065;38.49876889202
1.4207;305.932284138086;38.509158783043;305.93229317455;0.1945;38.50914576971;0.2078;2.06113082225778E+018;0.6515;0.2602;3.333;1.591;0.267;-2.928;0.276;1.023;300.1;0.83881;19.494196;0.004099;65.957;5.6034;20.790392;0.092281;365.62;7.6696;18.34032;0.023087;2.450071;       ;     ;      ;    ;1.54213059322782E+017;                   ;         ;643418534;19.477416;0.004065;304.78;305.93228413827;38.50915878409
1.4335;305.969083815373;38.4994538868139;305.96906425131;0.1514;38.49943493126;0.1858;2.06113003628293E+018;-0.2121;0.2105;5.482;-3.445;0.209;-4.265;0.261;0.977;415.34;0.9904;19.141348;0.003781;115.62;7.3479;20.180916;0.069054;434.62;6.6365;18.152624;0.017004;2.028292;       ;     ;      ;    ;1.541930596904E+017;                   ;         ;643418690;19.141348;0.003781;415.34;305.96908381304;38.49945388461
1.4372;305.959541730772;38.5071887191406;305.95952241451;0.0163;38.50716213692;0.0187;2.06113079219719E+018;0.5461;0.0222;6.88;-3.401;0.021;-5.981;0.024;0.958;16126;4.5433;15.16852;0.002772;6459.8;16.415;15.812992;0.003924;13992;19.393;14.383228;0.004068;1.429764;       ;     ;      ;    ;1.54203059595189E+017;                   ;         ;643418648;15.16852;0.002772;16126;305.95954173218;38.50718871751
1.4412;305.945411982414;38.5109728258028;305.94539249474;0.0159;38.51094678136;0.0161;2.06113075783746E+018;0.5821;0.02;6.79;-3.431;0.021;-5.86;0.021;0.997;19280;4.4672;14.974628;0.002767;8526.9;14.333;15.51157;0.003334;15597;15.288;14.265262;0.003926;1.246308;       ;     ;      ;    ;1.54213059453864E+017;                   ;         ;643418586;14.974628;0.002767;19280;305.94541198142;38.51097282561
1.4479;305.97070447109;38.47641702727;305.97070447109;5.4554;38.47641702727;5.2661;2.0611299332003E+018;          ;       ;         ;         ;      ;         ;      ;        ;67.105;2.5157;21.120481;0.040796;58.718;15.948;20.916613;0.294907;248.79;71.017;18.758299;0.30994;2.158314;       ;     ;      ;    ;1.54173059705902E+017;                   ;         ;         ;21.120481;0.040796;67.105;305.97070447109;38.47641702727
1.449;305.9311369317;38.50929447673;305.9311369317;3.1206;38.50929447673;2.4317;2.06113082655517E+018;          ;       ;         ;         ;      ;         ;      ;        ;72.155;1.592;21.041704;0.024114;           ;           ;         ;         ;96.854;10.109;19.782598;0.113386;         ;       ;     ;      ;    ;1.54213059311092E+017;                   ;         ;         ;21.041704;0.024114;72.155;305.9311369317;38.50929447673
1.46;305.949724658529;38.5107653067517;305.9497359785;0.4412;38.51075472453;0.4395;2.06113075782911E+018;0.4594;0.5801;3.105;1.993;0.659;-2.381;0.659;0.969;135.24;0.76036;20.359602;0.006697;34.056;5.1699;21.50805;0.164845;172.3;7.0666;19.157196;0.04469;2.350855;       ;     ;      ;    ;1.54213059496494E+017;                   ;         ;         ;20.344581;0.006621;137.12;305.94972466097;38.5107653066
1.4634;305.911856196214;38.4873057096514;305.91184244406;0.0576;38.48728028743;0.0643;2.06113040993919E+018;0.4576;0.0758;6.211;-2.422;0.078;-5.72;0.087;1.018;1636.2;1.5018;17.652761;0.00293;521.27;10.641;18.545876;0.022338;1601.6;10.265;16.73649;0.007919;1.809385;       ;     ;      ;    ;1.54183059118545E+017;                   ;         ;643418444;17.652761;0.00293;1636.2;305.91185619715;38.48730570829
1.4826;305.963262741516;38.5059851133733;305.96324649818;0.0112;38.50596010893;0.0128;2.06113003628294E+018;0.5558;0.0153;6.311;-2.86;0.015;-5.626;0.016;1.025;36341;28.763;14.286387;0.002886;16015;51.28;14.827235;0.004458;29442;64.177;13.575485;0.004459;1.25175;       ;     ;      ;    ;1.54203059632288E+017;                   ;         ;643418667;14.286387;0.002886;36341;305.9632627388;38.50598511381
1.5016;305.927940234484;38.5090914692996;305.92789625631;1.0183;38.50905845153;1.4462;2.06113044430149E+018;2.2668;2.19;10.731;-7.743;2.274;-7.429;1.442;1.008;83.966;1.2099;20.877108;0.015886;34.623;13.356;21.490145;0.418853;116.26;9.5346;19.584307;0.089122;1.905838;       ;     ;      ;    ;1.54213059278822E+017;                   ;         ;         ;20.869896;0.015784;84.526;305.92794023504;38.50909146985
